CUE, TARGET, FSG
PRINCE, QUEEN,0.054
PRINCE, CHARLES,0.047
PRINCE, CROWN,0.02
PRINCE, FROG,0.02
PRINCE, RICH,0.02
PRINCE, ROYALTY,0.02
PRINCE, CASTLE,0.013
PRINCE, HANDSOME,0.013
PRINCE, MUSIC,0.013
PRINCE, PAUPER,0.013
PRINCESS, PRINCE,0.547
PRINCESS, BRIDE,0.058
PRINCESS, QUEEN,0.058
PRINCESS, ROYALTY,0.05
PRINCESS, CROWN,0.036
PRINCESS, BEAUTIFUL,0.029
PRINCESS, KING,0.029
PRINCESS, CASTLE,0.022
PRINCESS, DIANA,0.014
PRINCESS, FANTASY,0.014
PRINCIPAL, SCHOOL,0.315
PRINCIPAL, TEACHER,0.062
PRINCIPAL, LEADER,0.041
PRINCIPAL, AUTHORITY,0.034
PRINCIPAL, DEAN,0.027
PRINCIPAL, HEAD,0.027
PRINCIPAL, IMPORTANT,0.027
PRINCIPAL, IDEA,0.021
PRINCIPAL, PLEASURE,0.021
PRINCIPAL, ADMINISTRATOR,0.014
PRINCIPAL, BOSS,0.014
PRINCIPAL, FIRST,0.014
PRINCIPAL, MAIN,0.014
PRINCIPAL, MASTER,0.014
PRINCIPAL, MORAL,0.014
PRINCIPAL, OFFICE,0.014
PRINCIPAL, THEOREM,0.014
PRINCIPAL, THOUGHT,0.014
PRINCIPLE, SCHOOL,0.197
PRINCIPLE, MORAL,0.102
PRINCIPLE, RULE,0.102
PRINCIPLE, LAW,0.041
PRINCIPLE, VALUE,0.041
PRINCIPLE, LEADER,0.034
PRINCIPLE, HIGH SCHOOL,0.027
PRINCIPLE, IDEA,0.027
PRINCIPLE, HEAD,0.02
PRINCIPLE, POINT,0.02
PRINCIPLE, REASON,0.02
PRINCIPLE, STANDARD,0.02
PRINCIPLE, BELIEF,0.014
PRINCIPLE, DEAN,0.014
PRINCIPLE, MATH,0.014
PRINCIPLE, TEACHER,0.014
PRINT, WRITE,0.49
PRINT, TYPE,0.083
PRINT, PAPER,0.076
PRINT, CURSIVE,0.048
PRINT, COMPUTER,0.034
PRINT, SPELL,0.028
PRINT, WORDS,0.028
PRINT, PAGE,0.021
PRINT, INK,0.014
PRINT, LETTER,0.014
PRINT, NEWSPAPER,0.014
PRINT, OUT,0.014
PRINTER, COMPUTER,0.464
PRINTER, PAPER,0.105
PRINTER, INK,0.046
PRINTER, COPIER,0.039
PRINTER, COPY,0.039
PRINTER, BROKEN,0.02
PRINTER, LASER,0.02
PRINTER, XEROX,0.02
PRINTER, CABLE,0.013
PRINTER, IBM,0.013
PRINTER, LOUD,0.013
PRINTER, MACHINE,0.013
PRINTER, PRESS,0.013
PRINTER, TYPEWRITER,0.013
PRINTER, WORDS,0.013
PRINTING, PRESS,0.173
PRINTING, WRITING,0.147
PRINTING, PAPER,0.14
PRINTING, COMPUTER,0.053
PRINTING, NEWSPAPER,0.047
PRINTING, COPY,0.04
PRINTING, INK,0.04
PRINTING, CURSIVE,0.027
PRINTING, TYPING,0.027
PRINTING, WORDS,0.027
PRINTING, PRINTER,0.02
PRINTING, XEROX,0.02
PRINTING, BOOK,0.013
PRINTING, COPIER,0.013
PRINTING, REPRODUCTION,0.013
PRISM, LIGHT,0.219
PRISM, COLOR,0.192
PRISM, RAINBOW,0.103
PRISM, CRYSTAL,0.082
PRISM, GLASS,0.075
PRISM, SHAPE,0.027
PRISM, SPECTRUM,0.027
PRISM, GEOMETRY,0.021
PRISM, TRIANGLE,0.021
PRISM, CLEAR,0.014
PRISM, CUBE,0.014
PRISM, PYRAMID,0.014
PRISM, REFLECT,0.014
PRISON, JAIL,0.424
PRISON, BAR,0.122
PRISON, CELL,0.101
PRISON, CRIMINAL,0.041
PRISON, CONVICT,0.02
PRISON, CRIME,0.02
PRISON, GUARD,0.02
PRISON, BAD,0.014
PRISON, CAMP,0.014
PRISON, CONFINE,0.014
PRISON, DEADLY,0.014
PRISON, INMATE,0.014
PRISON, PRISONER,0.014
PRISON, PUNISH,0.014
PRISON, SCARY,0.014
PRISON, WALL,0.014
PRISON, WRONG,0.014
PRISONER, JAIL,0.177
PRISONER, CAPTIVE,0.123
PRISONER, WAR,0.1
PRISONER, CONVICT,0.054
PRISONER, INMATE,0.046
PRISONER, FREE,0.038
PRISONER, HOSTAGE,0.038
PRISONER, BARS,0.031
PRISONER, CRIMINAL,0.031
PRISONER, CAGE,0.023
PRISONER, CAPTURE,0.023
PRISONER, CRIME,0.023
PRISONER, PRISON,0.023
PRISONER, CHAIN,0.015
PRISONER, GUARD,0.015
PRISONER, KILLER,0.015
PRIVATE, PUBLIC,0.144
PRIVATE, PERSONAL,0.121
PRIVATE, ALONE,0.098
PRIVATE, SECRET,0.091
PRIVATE, SECLUDED,0.053
PRIVATE, PROPERTY,0.045
PRIVATE, CLOSED,0.038
PRIVATE, EYE,0.038
PRIVATE, DETECTIVE,0.015
PRIVATE, DIARY,0.015
PRIVATE, DON'T BOTHER,0.015
PRIVATE, INTIMATE,0.015
PRIVATE, LIFE,0.015
PRIVATE, MINE,0.015
PRIVATE, OFFICE,0.015
PRIVATE, OPEN,0.015
PRIVATE, ROOM,0.015
PRIVATE, YOURSELF,0.015
PRIZE, WIN,0.338
PRIZE, REWARD,0.096
PRIZE, MONEY,0.077
PRIZE, AWARD,0.071
PRIZE, WINNER,0.064
PRIZE, FIRST,0.058
PRIZE, GIFT,0.051
PRIZE, GAME,0.026
PRIZE, RIBBON,0.019
PRIZE, BONUS,0.013
PRIZE, CONTEST,0.013
PRIZE, FIGHT,0.013
PRIZE, GRAND,0.013
PRIZE, PRESENT,0.013
PRO, CON,0.245
PRO, FOOTBALL,0.102
PRO, PROFESSIONAL,0.075
PRO, ATHLETE,0.054
PRO, FOR,0.054
PRO, AMATEUR,0.048
PRO, EXPERT,0.048
PRO, GOLF,0.048
PRO, PLAYER,0.027
PRO, TENNIS,0.027
PRO, SPORTS,0.02
PRO, BASEBALL,0.014
PRO, BASKETBALL,0.014
PRO, GOOD,0.014
PRO, PAID,0.014
PROBABILITY, STATISTICS,0.188
PROBABILITY, CHANCE,0.117
PROBABILITY, MATH,0.104
PROBABILITY, MAYBE,0.084
PROBABILITY, POSSIBILITY,0.071
PROBABILITY, LIKELIHOOD,0.058
PROBABILITY, PERCENT,0.039
PROBABILITY, MIGHT,0.026
PROBABILITY, ALGEBRA,0.019
PROBABILITY, CERTAIN,0.019
PROBABILITY, RATIO,0.019
PROBABILITY, CAUSE,0.013
PROBABILITY, DICE,0.013
PROBABILITY, NONE,0.013
PROBABILITY, RELIABILITY,0.013
PROBLEM, ANSWER,0.204
PROBLEM, SOLVE,0.19
PROBLEM, SOLUTION,0.15
PROBLEM, MATH,0.061
PROBLEM, HELP,0.041
PROBLEM, QUESTION,0.027
PROBLEM, TROUBLE,0.027
PROBLEM, DIFFICULTY,0.02
PROBLEM, SCHOOL,0.02
PROBLEM, STRESS,0.02
PROBLEM, LIFE,0.014
PROBLEM, TALK,0.014
PROBLEM, WORRY,0.014
PROCEDURE, RULE,0.092
PROCEDURE, PROCESS,0.085
PROCEDURE, WAY,0.069
PROCEDURE, DIRECTIONS,0.062
PROCEDURE, STEPS,0.062
PROCEDURE, ORDER,0.054
PROCEDURE, INSTRUCTION,0.046
PROCEDURE, METHOD,0.038
PROCEDURE, PLAN,0.031
PROCEDURE, EXPERIMENT,0.023
PROCEDURE, LIST,0.023
PROCEDURE, OPERATION,0.023
PROCEDURE, TASK`,0.023
PROCEDURE, AGENDA,0.015
PROCEDURE, FORM,0.015
PROCEDURE, JOB,0.015
PROCEDURE, MATH,0.015
PROCEDURE, MEDICAL,0.015
PROCEDURE, PROBLEM,0.015
PROCEDURE, ROUTINE,0.015
PROCEDURE, SCHEDULE,0.015
PROCEDURE, SCIENCE,0.015
PROCEDURE, STYLE,0.015
PROCEDURE, SYSTEM,0.015
PROCESS, PROCEDURE,0.103
PROCESS, WAY,0.055
PROCESS, COMPUTER,0.048
PROCESS, ELIMINATION,0.034
PROCESS, LONG,0.034
PROCESS, STEPS,0.034
PROCESS, SYSTEM,0.034
PROCESS, CHEESE,0.028
PROCESS, FOOD,0.028
PROCESS, MACHINE,0.028
PROCESS, ORDER,0.028
PROCESS, METHOD,0.021
PROCESS, CONTINUE,0.014
PROCESS, DIRECTIONS,0.014
PROCESS, DUE,0.014
PROCESS, EVALUATE,0.014
PROCESS, MAKE,0.014
PROCESS, MANUFACTURE,0.014
PROCESS, MEAT,0.014
PROCESS, PAPERWORK,0.014
PROCESS, PUT,0.014
PROCESS, RED TAPE,0.014
PROCESS, TASK,0.014
PROCESS, THINK,0.014
PROCESS, WORK,0.014
PRODUCE, FRUIT,0.219
PRODUCE, VEGETABLE,0.199
PRODUCE, MAKE,0.126
PRODUCE, LETTUCE,0.066
PRODUCE, GROCERY,0.046
PRODUCE, FOOD,0.033
PRODUCE, ORANGE,0.033
PRODUCE, APPLE,0.02
PRODUCE, DEPARTMENT,0.02
PRODUCE, PUBLIX,0.02
PRODUCE, BABIES,0.013
PRODUCE, BANANA,0.013
PRODUCE, CHICKEN,0.013
PRODUCE, CHILDREN,0.013
PRODUCE, FRESH,0.013
PRODUCE, GREEN,0.013
PRODUCE, MEAT,0.013
PRODUCER, MOVIE,0.311
PRODUCER, DIRECTOR,0.196
PRODUCER, MAKER,0.095
PRODUCER, TELEVISION,0.054
PRODUCER, FILM,0.047
PRODUCER, MONEY,0.041
PRODUCER, ACTOR,0.034
PRODUCER, SHOW,0.027
PRODUCER, EXECUTIVE,0.014
PRODUCER, MEDIA,0.014
PRODUCER, MUSIC,0.014
PRODUCER, RECORD,0.014
PRODUCER, WRITER,0.014
PRODUCT, ITEM,0.069
PRODUCT, STORE,0.048
PRODUCT, CONSUMER,0.041
PRODUCT, FOOD,0.041
PRODUCT, PRODUCE,0.041
PRODUCT, FINISH,0.034
PRODUCT, GOOD,0.034
PRODUCT, FACTORY,0.028
PRODUCT, MANUFACTURE,0.028
PRODUCT, BUY,0.021
PRODUCT, CAR,0.021
PRODUCT, MERCHANDISE,0.021
PRODUCT, MULTIPLICATION,0.021
PRODUCT, PRODUCTION,0.021
PRODUCT, SALE,0.021
PRODUCT, SELL,0.021
PRODUCT, AD,0.014
PRODUCT, COOKIE,0.014
PRODUCT, FRUIT,0.014
PRODUCT, GROCERIES,0.014
PRODUCT, MATH,0.014
PRODUCT, PRICE,0.014
PRODUCT, SOAP,0.014
PRODUCT, SUM,0.014
PRODUCTION, MOVIE,0.142
PRODUCTION, PLAY,0.108
PRODUCTION, MAKE,0.061
PRODUCTION, LINE,0.041
PRODUCTION, PRODUCE,0.041
PRODUCTION, SHOW,0.041
PRODUCTION, TELEVISION,0.041
PRODUCTION, FILM,0.034
PRODUCTION, PERFORMANCE,0.034
PRODUCTION, THEATER,0.034
PRODUCTION, WORK,0.034
PRODUCTION, FACTORY,0.027
PRODUCTION, MANUFACTURE,0.027
PRODUCTION, COMPANY,0.02
PRODUCTION, REPRODUCTION,0.02
PRODUCTION, BIRTH,0.014
PRODUCTION, MADE,0.014
PRODUCTION, MANAGER,0.014
PRODUCTION, STUDIO,0.014
PROFESSION, JOB,0.284
PROFESSION, CAREER,0.209
PROFESSION, DOCTOR,0.088
PROFESSION, WORK,0.061
PROFESSION, COLLEGE,0.02
PROFESSION, DEGREE,0.02
PROFESSION, OCCUPATION,0.02
PROFESSION, EDUCATION,0.014
PROFESSION, EXECUTIVE,0.014
PROFESSION, GOOD,0.014
PROFESSION, LAWYER,0.014
PROFESSION, MAJOR,0.014
PROFESSION, MEDICINE,0.014
PROFESSION, PROFESSIONAL,0.014
PROFESSION, PSYCHOLOGIST,0.014
PROFESSION, SCHOOL,0.014
PROFESSION, SUCCESS,0.014
PROFESSION, TEACHER,0.014
PROFESSIONAL, DOCTOR,0.122
PROFESSIONAL, AMATEUR,0.108
PROFESSIONAL, CAREER,0.043
PROFESSIONAL, FOOTBALL,0.043
PROFESSIONAL, ATHLETIC,0.036
PROFESSIONAL, LAWYER,0.036
PROFESSIONAL, TEACHER,0.036
PROFESSIONAL, JOB,0.029
PROFESSIONAL, UNPROFESSIONAL,0.029
PROFESSIONAL, COLLEGE,0.022
PROFESSIONAL, MATURE,0.022
PROFESSIONAL, SMART,0.022
PROFESSIONAL, BASEBALL,0.014
PROFESSIONAL, BOXER,0.014
PROFESSIONAL, BUSINESS,0.014
PROFESSIONAL, DOCTORATE,0.014
PROFESSIONAL, EXECUTIVE,0.014
PROFESSIONAL, GOOD,0.014
PROFESSIONAL, GREAT,0.014
PROFESSIONAL, INTELLIGENT,0.014
PROFESSIONAL, MONEY,0.014
PROFESSIONAL, NOVICE,0.014
PROFESSIONAL, PRO,0.014
PROFESSIONAL, PROFESSOR,0.014
PROFESSIONAL, SPORT,0.014
PROFESSIONAL, SUCCESS,0.014
PROFESSIONAL, SUIT,0.014
PROFESSOR, TEACHER,0.511
PROFESSOR, SMART,0.065
PROFESSOR, TEACH,0.05
PROFESSOR, COLLEGE,0.036
PROFESSOR, DOCTOR,0.036
PROFESSOR, COOL,0.022
PROFESSOR, INTELLIGENT,0.022
PROFESSOR, OLD,0.022
PROFESSOR, MEAN,0.014
PROFESSOR, STUDENT,0.014
PROFESSOR, WISE,0.014
PROFIT, MONEY,0.608
PROFIT, GAIN,0.095
PROFIT, LOSS,0.088
PROFIT, MARGIN,0.034
PROGRAM, TELEVISION,0.25
PROGRAM, COMPUTER,0.243
PROGRAM, GUIDE,0.033
PROGRAM, MUSIC,0.033
PROGRAM, SCHEDULE,0.02
PROGRAM, SCHOOL,0.02
PROGRAM, SHOW,0.02
PROGRAM, CHANNEL,0.013
PROGRAM, CLASS,0.013
PROGRAM, CONCERT,0.013
PROGRAM, DIRECTOR,0.013
PROGRAM, DISC,0.013
PROGRAM, OUTLINE,0.013
PROGRAM, PLAY,0.013
PROHIBIT, FORBID,0.161
PROHIBIT, STOP,0.144
PROHIBIT, NO,0.072
PROHIBIT, ALLOW,0.056
PROHIBIT, DENY,0.05
PROHIBIT, DISALLOW,0.039
PROHIBIT, OUTLAW,0.039
PROHIBIT, LAW,0.033
PROHIBIT, ALCOHOL,0.028
PROHIBIT, WRONG,0.028
PROHIBIT, BAN,0.022
PROHIBIT, ILLEGAL,0.022
PROHIBIT, REFUSE,0.022
PROHIBIT, AGAINST,0.017
PROHIBIT, LIQUOR,0.017
PROHIBIT, SMOKING,0.017
PROHIBIT, VOID,0.017
PROHIBIT, DRUG,0.011
PROHIBIT, GRASS,0.011
PROHIBIT, RULE,0.011
PROJECT, SCIENCE,0.128
PROJECT, SCHOOL,0.074
PROJECT, WORK,0.06
PROJECT, RESEARCH,0.04
PROJECT, X,0.034
PROJECT, EXPERIMENT,0.027
PROJECT, THROW,0.027
PROJECT, ASSIGNMENT,0.02
PROJECT, COMPLETE,0.02
PROJECT, FORESEE,0.02
PROJECT, LOOK,0.02
PROJECT, PLAN,0.02
PROJECT, TIME,0.02
PROJECT, ART,0.013
PROJECT, DEADLINE,0.013
PROJECT, GRADE,0.013
PROJECT, HOMEWORK,0.013
PROJECT, JOB,0.013
PROJECT, LOUD,0.013
PROJECT, MANAGER,0.013
PROJECT, PAPER,0.013
PROJECT, TASK,0.013
PROJECT, THRUST,0.013
PROM, DANCE,0.221
PROM, NIGHT,0.162
PROM, DATE,0.136
PROM, DRESS,0.097
PROM, HIGH SCHOOL,0.039
PROM, SEX,0.032
PROM, FUN,0.019
PROM, DRINK,0.013
PROM, EXPENSIVE,0.013
PROM, GOWN,0.013
PROM, LIMO,0.013
PROM, MONEY,0.013
PROM, PARTY,0.013
PROM, QUEEN,0.013
PROM, SENIOR,0.013
PROM, SOCIAL,0.013
PROM, SPECIAL,0.013
PROM, TUXEDO,0.013
PROMISE, BROKEN,0.191
PROMISE, LIE,0.164
PROMISE, KEEP,0.099
PROMISE, BREAK,0.053
PROMISE, BUTTER,0.033
PROMISE, OATH,0.033
PROMISE, RING,0.033
PROMISE, SWEAR,0.033
PROMISE, TRUST,0.033
PROMISE, WORD,0.033
PROMISE, FOREVER,0.026
PROMISE, VOW,0.026
PROMISE, COMMITMENT,0.013
PROMISE, MARRIAGE,0.013
PROMISE, SECRET,0.013
PRONOUN, NOUN,0.274
PRONOUN, HE,0.104
PRONOUN, VERB,0.104
PRONOUN, WORD,0.089
PRONOUN, ADJECTIVE,0.059
PRONOUN, ADVERB,0.059
PRONOUN, I,0.059
PRONOUN, ENGLISH,0.052
PRONOUN, GRAMMAR,0.03
PRONOUN, ME,0.022
PRONOUN, PERSON,0.022
PRONOUN, LANGUAGE,0.015
PRONOUN, SHE,0.015
PROOF, EVIDENCE,0.236
PROOF, IDENTIFICATION,0.074
PROOF, PURCHASE,0.047
PROOF, READING,0.047
PROOF, PUDDING,0.041
PROOF, FACTS,0.034
PROOF, AGE,0.02
PROOF, NEGATIVE,0.02
PROOF, POSITIVE,0.02
PROOF, TRUE,0.02
PROOF, TRUTH,0.02
PROOF, ALCOHOL,0.014
PROOF, CHECK,0.014
PROOF, DOCUMENTATION,0.014
PROOF, GEOMETRY,0.014
PROOF, PAPER,0.014
PROOF, PERCENT,0.014
PROOF, PROVE,0.014
PROOF, REASON,0.014
PROOF, TEST,0.014
PROOF, VALID,0.014
PROOF, VALIDATE,0.014
PROOF, VERIFY,0.014
PROPER, NOUN,0.107
PROPER, RIGHT,0.079
PROPER, CORRECT,0.068
PROPER, NAME,0.064
PROPER, PRIM,0.041
PROPER, GOOD,0.034
PROPER, MANNERS,0.034
PROPER, ATTIRE,0.027
PROPER, RICH,0.02
PROPER, ACCEPTED,0.014
PROPER, BEHAVIOR,0.014
PROPER, DISTINGUISHED,0.014
PROPER, ENGLISH,0.014
PROPER, ETIQUETTE,0.014
PROPER, FORMAL,0.014
PROPER, PLACE,0.014
PROPER, POLITE,0.014
PROPER, PRISS,0.014
PROPERTY, LAND,0.275
PROPERTY, OWN,0.141
PROPERTY, HOUSE,0.134
PROPERTY, MINE,0.12
PROPERTY, HOME,0.035
PROPERTY, TAX,0.035
PROPERTY, BELONG,0.028
PROPERTY, DAMAGE,0.021
PROPERTY, REALTY,0.021
PROPERTY, VALUE,0.021
PROPERTY, LINE,0.014
PROPERTY, SELL,0.014
PROPOSAL, MARRIAGE,0.236
PROPOSAL, IDEA,0.081
PROPOSAL, OFFER,0.061
PROPOSAL, PLAN,0.047
PROPOSAL, SUGGESTION,0.047
PROPOSAL, ASK,0.041
PROPOSAL, DOCUMENT,0.041
PROPOSAL, WEDDING,0.041
PROPOSAL, ENGAGEMENT,0.027
PROPOSAL, QUESTION,0.027
PROPOSAL, CONTRACT,0.02
PROPOSAL, MONEY,0.02
PROPOSAL, PAPER,0.02
PROPOSAL, PROPOSITION,0.02
PROPOSAL, BUSINESS,0.014
PROPOSAL, DEAL,0.014
PROPOSAL, GRANT,0.014
PROPOSAL, INDECENT,0.014
PROPOSAL, JOB,0.014
PROPRIETOR, OWNER,0.34
PROPRIETOR, BUSINESS,0.088
PROPRIETOR, PERSON,0.027
PROPRIETOR, HOUSE,0.02
PROPRIETOR, LAND,0.02
PROPRIETOR, MONEY,0.02
PROPRIETOR, PROPERTY,0.02
PROPRIETOR, SALES,0.02
PROPRIETOR, STORE,0.02
PROPRIETOR, BOSS,0.014
PROPRIETOR, REALTOR,0.014
PROPRIETOR, SALESMAN,0.014
PROPRIETOR, SELLER,0.014
PROSE, POETRY,0.193
PROSE, CONS,0.173
PROSE, POEM,0.133
PROSE, WRITING,0.033
PROSE, LITERATURE,0.027
PROSE, PARAGRAPH,0.02
PROSE, STORY,0.02
PROSE, VERSE,0.02
PROSE, WORDS,0.02
PROSE, ENGLISH,0.013
PROSE, ESSAY,0.013
PROSE, FICTION,0.013
PROSE, LINE,0.013
PROSE, READ,0.013
PROSE, ROSE,0.013
PROSECUTE, LAWYER,0.131
PROSECUTE, DEFEND,0.118
PROSECUTE, JAIL,0.118
PROSECUTE, LAW,0.052
PROSECUTE, ATTORNEY,0.046
PROSECUTE, CONVICT,0.046
PROSECUTE, COURT,0.039
PROSECUTE, TRIAL,0.039
PROSECUTE, CHARGE,0.033
PROSECUTE, ARREST,0.02
PROSECUTE, GUILTY,0.02
PROSECUTE, JUDGE,0.02
PROSECUTE, PRISON,0.02
PROSECUTE, PUNISH,0.02
PROSECUTE, TRY,0.02
PROSECUTE, ACCUSE,0.013
PROSECUTE, BLAME,0.013
PROSECUTE, CRIMINAL,0.013
PROSECUTE, DEATH,0.013
PROSECUTE, TROUBLE,0.013
PROSECUTE, WRONG,0.013
PROSPER, RICH,0.233
PROSPER, MONEY,0.1
PROSPER, WEALTH,0.1
PROSPER, SUCCESS,0.094
PROSPER, GAIN,0.072
PROSPER, GROW,0.039
PROSPER, HAPPY,0.017
PROSPER, WELL,0.017
PROSPER, BETTER,0.011
PROSPER, ENHANCE,0.011
PROSPER, FAIL,0.011
PROSPER, FLOURISH,0.011
PROSPER, FUTURE,0.011
PROSPER, INHERIT,0.011
PROSPER, PERISH,0.011
PROSPER, PROFIT,0.011
PROSPER, PROGRESS,0.011
PROSPER, THRIVE,0.011
PROTECT, GUARD,0.11
PROTECT, COVER,0.103
PROTECT, SAVE,0.074
PROTECT, DEFEND,0.066
PROTECT, HELP,0.044
PROTECT, SAFETY,0.037
PROTECT, SECURE,0.037
PROTECT, SERVE,0.037
PROTECT, WATCH,0.029
PROTECT, POLICE,0.022
PROTECT, CARE,0.015
PROTECT, CHILDREN,0.015
PROTECT, FIGHT,0.015
PROTECT, HIDE,0.015
PROTECT, HURT,0.015
PROTECT, INSULATE,0.015
PROTECT, KEEP,0.015
PROTECT, KILL,0.015
PROTECT, LOVE,0.015
PROTECT, PARENT,0.015
PROTECT, SHELTER,0.015
PROTECT, YOURSELF,0.015
PROTECTION, CONDOM,0.123
PROTECTION, SAFETY,0.089
PROTECTION, SAFE,0.075
PROTECTION, GUN,0.062
PROTECTION, GUARD,0.048
PROTECTION, SEATBELT,0.034
PROTECTION, SECURITY,0.034
PROTECTION, POLICE,0.027
PROTECTION, ALARM,0.021
PROTECTION, BIRTH CONTROL,0.021
PROTECTION, CAREFUL,0.021
PROTECTION, CAVE,0.021
PROTECTION, DEFENSE,0.021
PROTECTION, HARM,0.021
PROTECTION, SHIELD,0.021
PROTECTION, ARMOR,0.014
PROTECTION, HURT,0.014
PROTECTION, INSURANCE,0.014
PROTECTION, LOCK,0.014
PROTECTION, MOTHER,0.014
PROTECTION, PARENT,0.014
PROTECTION, SECURE,0.014
PROTECTION, SUN,0.014
PROTEIN, MEAT,0.233
PROTEIN, VITAMIN,0.127
PROTEIN, MUSCLE,0.06
PROTEIN, FOOD,0.04
PROTEIN, CARBOHYDRATES,0.033
PROTEIN, FAT,0.033
PROTEIN, EGG,0.027
PROTEIN, MILK,0.027
PROTEIN, BEEF,0.02
PROTEIN, CALCIUM,0.02
PROTEIN, DIET,0.02
PROTEIN, GOOD,0.02
PROTEIN, PILL,0.02
PROTEIN, SHAKE,0.02
PROTEIN, BEANS,0.013
PROTEIN, BUILD,0.013
PROTEIN, CALORIES,0.013
PROTEIN, CHICKEN,0.013
PROTEIN, ENZYME,0.013
PROTEIN, HEALTHY,0.013
PROTEIN, NUTRITION,0.013
PROTEIN, PEANUT BUTTER,0.013
PROTEIN, PEANUTS,0.013
PROTEIN, POWDER,0.013
PROTEIN, STRENGTH,0.013
PROTEIN, SUPPLEMENT,0.013
PROTESTANT, CATHOLIC,0.272
PROTESTANT, RELIGIOUS,0.259
PROTESTANT, CHURCH,0.095
PROTESTANT, CHRISTIAN,0.061
PROTESTANT, BIBLE,0.041
PROTESTANT, METHODIST,0.027
PROTESTANT, JEW,0.02
PROTESTANT, REFORMATION,0.02
PROTESTANT, FAITH,0.014
PROTESTANT, PRESBYTERIAN,0.014
PROTON, NEUTRON,0.566
PROTON, ELECTRON,0.158
PROTON, ATOM,0.039
PROTON, CHEMISTRY,0.033
PROTON, SCIENCE,0.033
PROTON, ION,0.013
PROTON, MOLECULE,0.013
PROTON, NUCLEUS,0.013
PROTON, TORPEDO,0.013
PROTRACTOR, MATH,0.218
PROTRACTOR, GEOMETRY,0.15
PROTRACTOR, RULER,0.143
PROTRACTOR, COMPASS,0.109
PROTRACTOR, RETRACTOR,0.041
PROTRACTOR, MEASURE,0.027
PROTRACTOR, TOOL,0.027
PROTRACTOR, ANGLES,0.014
PROTRACTOR, CONTRACTOR,0.014
PROTRACTOR, DRAFTING,0.014
PROTRACTOR, SCHOOL,0.014
PROTRACTOR, SEMI-CIRCLE,0.014
PROTRACTOR, TRACTOR,0.014
PROUD, HAPPY,0.182
PROUD, PRIDE,0.109
PROUD, LION,0.085
PROUD, HUMBLE,0.048
PROUD, STRONG,0.042
PROUD, MARY,0.03
PROUD, ARROGANT,0.024
PROUD, BOAST,0.024
PROUD, HAUGHTY,0.024
PROUD, HONOR,0.024
PROUD, SAD,0.024
PROUD, GOOD,0.018
PROUD, BOLD,0.012
PROUD, DISAPPOINT,0.012
PROUD, FATHER,0.012
PROUD, FLAG,0.012
PROUD, GLAD,0.012
PROUD, HIGH,0.012
PROUD, HONEST,0.012
PROUD, PARENT,0.012
PROUD, SMILE,0.012
PROUD, SURE,0.012
PROVE, SHOW,0.109
PROVE, DISPROVE,0.068
PROVE, RIGHT,0.054
PROVE, COURT,0.048
PROVE, FACT,0.041
PROVE, THEORY,0.041
PROVE, CORRECT,0.027
PROVE, DEMONSTRATE,0.027
PROVE, INNOCENCE,0.027
PROVE, TEST,0.027
PROVE, TRUE,0.027
PROVE, TRUTH,0.027
PROVE, WRONG,0.027
PROVE, ARGUE,0.02
PROVE, EVIDENCE,0.02
PROVE, EXPERIMENT,0.02
PROVE, GUILTY,0.02
PROVE, EXPLAIN,0.014
PROVE, HYPOTHESIS,0.014
PROVE, JUSTIFY,0.014
PROVE, MATH,0.014
PROVE, POINT,0.014
PROVE, SOLVE,0.014
PROVE, SUPPORT,0.014
PROVERB, BIBLE,0.345
PROVERB, SAYING,0.095
PROVERB, ENGLISH,0.047
PROVERB, WISE,0.047
PROVERB, ADVERB,0.041
PROVERB, PSALM,0.041
PROVERB, WORD,0.034
PROVERB, CHINESE,0.027
PROVERB, FABLE,0.02
PROVERB, NOUN,0.02
PROVERB, ADVICE,0.014
PROVERB, ANCIENT,0.014
PROVERB, BOOK,0.014
PROVERB, POEM,0.014
PROVERB, TALE,0.014
PROVIDENCE, RHODE ISLAND,0.137
PROVIDENCE, STATE,0.123
PROVIDENCE, CITY,0.068
PROVIDENCE, PLACE,0.055
PROVIDENCE, LAND,0.048
PROVIDENCE, AREA,0.041
PROVIDENCE, CANADA,0.041
PROVIDENCE, ISLAND,0.041
PROVIDENCE, COUNTRY,0.034
PROVIDENCE, GOD,0.021
PROVIDENCE, CAPITAL,0.014
PROVIDENCE, COLONY,0.014
PROVIDENCE, COUNTY,0.014
PROVIDENCE, PART,0.014
PROVIDENCE, PROPERTY,0.014
PROVIDENCE, ROAD,0.014
PROVIDENCE, TOWN,0.014
PROVISION, FOOD,0.142
PROVISION, SUPPLY,0.047
PROVISION, NEED,0.041
PROVISION, CHANGE,0.027
PROVISION, CLAUSE,0.027
PROVISION, RULE,0.027
PROVISION, DOCUMENT,0.02
PROVISION, PLAN,0.02
PROVISION, PROVIDE,0.02
PROVISION, ALLOWANCE,0.014
PROVISION, AMENDMENT,0.014
PROVISION, EXCLUSION,0.014
PROVISION, GIVE,0.014
PROVISION, NECESSARY,0.014
PROVISION, SAVE,0.014
PRUNE, JUICE,0.223
PRUNE, FRUIT,0.128
PRUNE, RAISIN,0.106
PRUNE, WRINKLE,0.096
PRUNE, PLUM,0.053
PRUNE, GRAPE,0.043
PRUNE, PIT,0.043
PRUNE, SHRIVEL,0.032
